park,year,word,counts,part_of_speech
Grand Canyon National Park,2017,worthwhile,1,ADJ
Grand Canyon National Park,2017,worthwhime,1,NOUN
Grand Canyon National Park,2017,worthy,1,ADJ
Grand Canyon National Park,2017,wotld,1,VERB
Grand Canyon National Park,2017,wow,67,INTJ
Grand Canyon National Park,2017,write,1,VERB
Grand Canyon National Park,2017,yavapai,1,NOUN
Grand Canyon National Park,2017,year,1,NOUN
Grand Canyon National Park,2017,years,2,NOUN
Grand Canyon National Park,2017,yes,1,INTJ
Grand Canyon National Park,2017,young,1,ADJ
Grand Canyon National Park,2017,zealand,1,PUNCT
Grand Canyon National Park,2017,zero,1,NUM
Grand Canyon National Park,2017,’ve,1,INTJ
Grand Canyon National Park,2018,24th,1,ADJ
Grand Canyon National Park,2018,30th,1,ADJ
Grand Canyon National Park,2018,8th,1,ADJ
Grand Canyon National Park,2018,a.m.a.z.i.n.g.,1,PUNCT
Grand Canyon National Park,2018,aaah,1,NOUN
Grand Canyon National Park,2018,abound,1,VERB
Grand Canyon National Park,2018,absolute,1,ADJ
Grand Canyon National Park,2018,absolutely,12,ADV
Grand Canyon National Park,2018,access,4,NOUN
Grand Canyon National Park,2018,accessible,1,ADJ
Grand Canyon National Park,2018,accommodate,1,ADJ
Grand Canyon National Park,2018,added,1,VERB
Grand Canyon National Park,2018,advantages,1,NOUN
Grand Canyon National Park,2018,adventure,2,NOUN
Grand Canyon National Park,2018,adventures,1,NOUN
Grand Canyon National Park,2018,afternoon,2,NOUN
Grand Canyon National Park,2018,agree,1,VERB
Grand Canyon National Park,2018,ahh,1,INTJ
Grand Canyon National Park,2018,ahhhhhmazing,1,VERB
Grand Canyon National Park,2018,airlines,1,NOUN
Grand Canyon National Park,2018,alls,1,NOUN
Grand Canyon National Park,2018,alright,1,INTJ
Grand Canyon National Park,2018,amaze,1,ADJ
Grand Canyon National Park,2018,amazed,3,ADJ
Grand Canyon National Park,2018,amazing,153,ADJ
Grand Canyon National Park,2018,amazingly,1,ADV
Grand Canyon National Park,2018,amazon,1,NOUN
Grand Canyon National Park,2018,amenities,1,NOUN
Grand Canyon National Park,2018,america,3,NOUN
Grand Canyon National Park,2018,american,3,ADJ
Grand Canyon National Park,2018,americans,1,NOUN
Grand Canyon National Park,2018,amtrak,1,NOUN
Grand Canyon National Park,2018,angel,4,NOUN
Grand Canyon National Park,2018,appreciate,2,VERB
Grand Canyon National Park,2018,april,1,NOUN
Grand Canyon National Park,2018,architecture,1,NOUN
Grand Canyon National Park,2018,area,5,NOUN
Grand Canyon National Park,2018,arizona,2,NOUN
Grand Canyon National Park,2018,arrive,1,VERB
Grand Canyon National Park,2018,arrived,1,VERB
Grand Canyon National Park,2018,art,1,NOUN
Grand Canyon National Park,2018,astonishing,1,ADJ
Grand Canyon National Park,2018,attraction,1,NOUN
Grand Canyon National Park,2018,august,2,ADJ
Grand Canyon National Park,2018,avoid,2,VERB
Grand Canyon National Park,2018,away,6,ADV
Grand Canyon National Park,2018,awe,20,NOUN
Grand Canyon National Park,2018,awesome,49,ADJ
Grand Canyon National Park,2018,awesomely,1,ADV
Grand Canyon National Park,2018,awesomeness,1,NOUN
Grand Canyon National Park,2018,awestruck,2,NOUN
Grand Canyon National Park,2018,backpack,1,VERB
Grand Canyon National Park,2018,bad,3,ADJ
Grand Canyon National Park,2018,beat,1,VERB
Grand Canyon National Park,2018,beautiful,106,ADJ
Grand Canyon National Park,2018,beauty,12,NOUN
Grand Canyon National Park,2018,begin,1,VERB
Grand Canyon National Park,2018,behold,2,VERB
Grand Canyon National Park,2018,belief,2,NOUN
Grand Canyon National Park,2018,believe,3,VERB
Grand Canyon National Park,2018,believed,1,VERB
Grand Canyon National Park,2018,believing,3,VERB
Grand Canyon National Park,2018,belongs,1,VERB
Grand Canyon National Park,2018,best,25,ADJ
Grand Canyon National Park,2018,better,8,ADV
Grand Canyon National Park,2018,beware,1,VERB
Grand Canyon National Park,2018,bicycling,1,VERB
Grand Canyon National Park,2018,big,8,ADJ
Grand Canyon National Park,2018,biggest,1,ADJ
Grand Canyon National Park,2018,binoculars,1,NOUN
Grand Canyon National Park,2018,birds,1,NOUN
Grand Canyon National Park,2018,birthday,2,NOUN
Grand Canyon National Park,2018,blast,1,NOUN
Grand Canyon National Park,2018,blaze,1,VERB
Grand Canyon National Park,2018,bliss,1,ADV
Grand Canyon National Park,2018,blow,1,VERB
Grand Canyon National Park,2018,blowing,4,VERB
Grand Canyon National Park,2018,blowingly,1,ADV
Grand Canyon National Park,2018,blown,1,VERB
Grand Canyon National Park,2018,boggling,1,VERB
Grand Canyon National Park,2018,break,2,VERB
Grand Canyon National Park,2018,breath,23,NOUN
Grand Canyon National Park,2018,breathing,1,NOUN
Grand Canyon National Park,2018,breathtaking,71,NOUN
Grand Canyon National Park,2018,breathtakingly,2,ADV
Grand Canyon National Park,2018,bricks,1,NOUN
Grand Canyon National Park,2018,bridge,1,NOUN
Grand Canyon National Park,2018,brief,1,PROPN
Grand Canyon National Park,2018,bright,4,ADJ
Grand Canyon National Park,2018,brilliant,1,ADJ
Grand Canyon National Park,2018,broken,1,VERB
Grand Canyon National Park,2018,brough,1,PROPN
Grand Canyon National Park,2018,brought,1,VERB
Grand Canyon National Park,2018,bryce,1,NOUN
Grand Canyon National Park,2018,bucket,46,NOUN
Grand Canyon National Park,2018,buckey,1,NOUN
Grand Canyon National Park,2018,buffalo,1,NOUN
Grand Canyon National Park,2018,bus,3,NOUN
Grand Canyon National Park,2018,buses,4,NOUN
Grand Canyon National Park,2018,bust,1,NOUN
Grand Canyon National Park,2018,busy,3,ADJ
Grand Canyon National Park,2018,buy,1,VERB
Grand Canyon National Park,2018,california,1,PROPN
Grand Canyon National Park,2018,called,1,VERB
Grand Canyon National Park,2018,came,1,VERB
Grand Canyon National Park,2018,camera,3,NOUN
Grand Canyon National Park,2018,cameron,1,VERB
Grand Canyon National Park,2018,camp,1,NOUN
Grand Canyon National Park,2018,campground,1,VERB
Grand Canyon National Park,2018,camping,1,NOUN
Grand Canyon National Park,2018,candidate,1,NOUN
Grand Canyon National Park,2018,canx,1,NOUN
Grand Canyon National Park,2018,canyon,138,NOUN
Grand Canyon National Park,2018,canyon-,4,NOUN
Grand Canyon National Park,2018,canyoneers,1,NOUN
Grand Canyon National Park,2018,capture,2,NOUN
Grand Canyon National Park,2018,car,1,NOUN
Grand Canyon National Park,2018,catch,2,VERB
Grand Canyon National Park,2018,ceases,1,VERB
Grand Canyon National Park,2018,cedar,1,NOUN
Grand Canyon National Park,2018,center,3,NOUN
Grand Canyon National Park,2018,centre,1,NOUN
Grand Canyon National Park,2018,changing,1,VERB
Grand Canyon National Park,2018,charged,1,VERB
Grand Canyon National Park,2018,check,6,VERB
Grand Canyon National Park,2018,checked,1,VERB
Grand Canyon National Park,2018,checking,1,VERB
Grand Canyon National Park,2018,childhood,1,NOUN
Grand Canyon National Park,2018,choice,1,NOUN
Grand Canyon National Park,2018,christmas,2,NOUN
Grand Canyon National Park,2018,class,1,NOUN
Grand Canyon National Park,2018,coach,1,NOUN
Grand Canyon National Park,2018,cold,2,ADJ
Grand Canyon National Park,2018,colorado,1,NOUN
Grand Canyon National Park,2018,colors,2,NOUN
Grand Canyon National Park,2018,come,1,VERB
Grand Canyon National Park,2018,comprehend,1,VERB
Grand Canyon National Park,2018,conquest,1,NOUN
Grand Canyon National Park,2018,convenient,1,ADJ
Grand Canyon National Park,2018,cool,2,ADJ
Grand Canyon National Park,2018,core,1,NOUN
Grand Canyon National Park,2018,countries,1,NOUN
Grand Canyon National Park,2018,country,1,NOUN
Grand Canyon National Park,2018,couples,1,NOUN
Grand Canyon National Park,2018,course,6,NOUN
Grand Canyon National Park,2018,covers,1,VERB
Grand Canyon National Park,2018,creation,4,NOUN
Grand Canyon National Park,2018,creations,1,NOUN
Grand Canyon National Park,2018,critical,1,ADJ
Grand Canyon National Park,2018,cross,1,VERB
Grand Canyon National Park,2018,crowded,10,VERB
Grand Canyon National Park,2018,crowds,5,NOUN
Grand Canyon National Park,2018,dad,1,NOUN
Grand Canyon National Park,2018,daddy,1,NOUN
Grand Canyon National Park,2018,dam,1,NOUN
Grand Canyon National Park,2018,day,28,NOUN
Grand Canyon National Park,2018,days,3,NOUN
Grand Canyon National Park,2018,dec,2,VERB
Grand Canyon National Park,2018,december,2,NOUN
Grand Canyon National Park,2018,deer,1,NOUN
Grand Canyon National Park,2018,defies,1,NOUN
Grand Canyon National Park,2018,definitely,6,ADV
Grand Canyon National Park,2018,delights,1,NOUN
Grand Canyon National Park,2018,describe,5,VERB
Grand Canyon National Park,2018,description,2,NOUN
Grand Canyon National Park,2018,desert,7,NOUN
Grand Canyon National Park,2018,destination,5,NOUN
Grand Canyon National Park,2018,developed,1,VERB
Grand Canyon National Park,2018,difficult,1,ADJ
Grand Canyon National Park,2018,disappoint,2,NOUN
Grand Canyon National Park,2018,disappointed,4,VERB
Grand Canyon National Park,2018,disappointing,2,ADJ
Grand Canyon National Park,2018,disappoints,1,NOUN
Grand Canyon National Park,2018,disgusting,1,ADJ
Grand Canyon National Park,2018,disney,2,NOUN
Grand Canyon National Park,2018,disneyland,1,VERB
Grand Canyon National Park,2018,display,1,NOUN
Grand Canyon National Park,2018,dispose,1,VERB
Grand Canyon National Park,2018,diva,1,NOUN
Grand Canyon National Park,2018,dream,1,NOUN
Grand Canyon National Park,2018,drive,8,VERB
Grand Canyon National Park,2018,driver,1,NOUN
Grand Canyon National Park,2018,drivers,1,NOUN
Grand Canyon National Park,2018,driving,1,VERB
Grand Canyon National Park,2018,dropping,4,VERB
Grand Canyon National Park,2018,eagle,1,VERB
Grand Canyon National Park,2018,early,8,ADV
Grand Canyon National Park,2018,earth,7,NOUN
Grand Canyon National Park,2018,easily,1,ADV
Grand Canyon National Park,2018,east,1,ADV
Grand Canyon National Park,2018,easy,5,ADJ
Grand Canyon National Park,2018,educational,1,ADJ
Grand Canyon National Park,2018,element,1,NOUN
Grand Canyon National Park,2018,elk,2,NOUN
Grand Canyon National Park,2018,emails,1,NOUN
Grand Canyon National Park,2018,endless,1,ADJ
Grand Canyon National Park,2018,ends,1,VERB
Grand Canyon National Park,2018,enjoy,3,VERB
Grand Canyon National Park,2018,enjoyable,1,ADJ
Grand Canyon National Park,2018,enjoyed,1,VERB
Grand Canyon National Park,2018,enjoyment,1,NOUN
Grand Canyon National Park,2018,enormous,1,ADJ
Grand Canyon National Park,2018,enter,2,VERB
Grand Canyon National Park,2018,enthralling,1,VERB
Grand Canyon National Park,2018,entrance,1,NOUN
Grand Canyon National Park,2018,epic,2,NOUN
Grand Canyon National Park,2018,escape,1,VERB
Grand Canyon National Park,2018,especially,2,ADV
Grand Canyon National Park,2018,ever-,1,X
Grand Canyon National Park,2018,everlasting,1,VERB
Grand Canyon National Park,2018,exceeded,1,VERB
Grand Canyon National Park,2018,excellence,1,NOUN
Grand Canyon National Park,2018,excellent,9,ADJ
Grand Canyon National Park,2018,exhilarating,2,VERB
Grand Canyon National Park,2018,expectations,1,NOUN
Grand Canyon National Park,2018,expected,3,VERB
Grand Canyon National Park,2018,expensive,1,ADJ
Grand Canyon National Park,2018,experience,31,NOUN
Grand Canyon National Park,2018,experienced,1,VERB
Grand Canyon National Park,2018,experiences,1,NOUN
Grand Canyon National Park,2018,explorations,1,NOUN
Grand Canyon National Park,2018,exploring,1,VERB
Grand Canyon National Park,2018,express,1,VERB
Grand Canyon National Park,2018,extra,1,ADJ
Grand Canyon National Park,2018,extraordinary,1,ADJ
Grand Canyon National Park,2018,extremely,1,ADV
Grand Canyon National Park,2018,eye,1,NOUN
Grand Canyon National Park,2018,eyes,3,NOUN
Grand Canyon National Park,2018,fabulous,3,ADJ
Grand Canyon National Park,2018,facilities,1,NOUN
Grand Canyon National Park,2018,fail,1,VERB
Grand Canyon National Park,2018,fake,1,ADJ
Grand Canyon National Park,2018,fall,1,VERB
Grand Canyon National Park,2018,family,7,NOUN
Grand Canyon National Park,2018,famous,1,ADJ
Grand Canyon National Park,2018,fantastic,13,ADJ
Grand Canyon National Park,2018,fantastico,1,NOUN
Grand Canyon National Park,2018,far,1,ADV
Grand Canyon National Park,2018,fast,1,ADV
Grand Canyon National Park,2018,favorite,1,ADJ
Grand Canyon National Park,2018,feel,1,VERB
Grand Canyon National Park,2018,feet,1,NOUN
Grand Canyon National Park,2018,finest,3,ADJ
Grand Canyon National Park,2018,flagstaff,3,VERB
Grand Canyon National Park,2018,foggy,3,ADJ
Grand Canyon National Park,2018,food,1,NOUN
Grand Canyon National Park,2018,forest,1,NOUN
Grand Canyon National Park,2018,forget,2,VERB
Grand Canyon National Park,2018,format,1,NOUN
Grand Canyon National Park,2018,forum,1,NOUN
Grand Canyon National Park,2018,freaking,1,VERB
Grand Canyon National Park,2018,free,3,ADJ
Grand Canyon National Park,2018,friendly,1,ADJ
Grand Canyon National Park,2018,friends,1,NOUN
Grand Canyon National Park,2018,frist,1,VERB
Grand Canyon National Park,2018,fseason,1,NOUN
Grand Canyon National Park,2018,fun,3,NOUN
Grand Canyon National Park,2018,gamut,1,NOUN
Grand Canyon National Park,2018,garbage,1,NOUN
Grand Canyon National Park,2018,gcd,1,VERB
Grand Canyon National Park,2018,gcnp,1,NOUN
Grand Canyon National Park,2018,gem,3,NOUN
Grand Canyon National Park,2018,gems,1,NOUN
Grand Canyon National Park,2018,general,1,ADJ
Grand Canyon National Park,2018,generally,1,ADV
Grand Canyon National Park,2018,geologic,1,VERB
Grand Canyon National Park,2018,geological,2,ADJ
Grand Canyon National Park,2018,getaway,1,VERB
Grand Canyon National Park,2018,gets,1,VERB
Grand Canyon National Park,2018,getting,1,VERB
Grand Canyon National Park,2018,giant,1,ADJ
Grand Canyon National Park,2018,girls,1,NOUN
Grand Canyon National Park,2018,glad,1,ADJ
Grand Canyon National Park,2018,glass,1,NOUN
Grand Canyon National Park,2018,glimpse,1,NOUN
Grand Canyon National Park,2018,goat,1,NOUN
Grand Canyon National Park,2018,god,5,INTJ
Grand Canyon National Park,2018,going,1,VERB
Grand Canyon National Park,2018,good,2,ADJ
Grand Canyon National Park,2018,gorgeous,8,ADJ
Grand Canyon National Park,2018,got,4,VERB
Grand Canyon National Park,2018,grand,153,ADJ
Grand Canyon National Park,2018,grandchild,1,ADJ
Grand Canyon National Park,2018,grandest,3,NOUN
Grand Canyon National Park,2018,grandeur,2,NOUN
Grand Canyon National Park,2018,grandiose,1,VERB
Grand Canyon National Park,2018,grateful,1,ADJ
Grand Canyon National Park,2018,gray,1,ADJ
Grand Canyon National Park,2018,great,62,ADJ
Grand Canyon National Park,2018,greatest,1,ADJ
Grand Canyon National Park,2018,ground,5,NOUN
Grand Canyon National Park,2018,group,2,NOUN
Grand Canyon National Park,2018,guide,2,NOUN
Grand Canyon National Park,2018,hailing,1,VERB
Grand Canyon National Park,2018,half,1,NOUN
Grand Canyon National Park,2018,hard,4,ADJ
Grand Canyon National Park,2018,health,1,NOUN
Grand Canyon National Park,2018,heaven,1,PROPN
Grand Canyon National Park,2018,helicopter,1,NOUN
Grand Canyon National Park,2018,hello,1,INTJ
Grand Canyon National Park,2018,hermit,4,NOUN
Grand Canyon National Park,2018,hidden,1,VERB
Grand Canyon National Park,2018,highlight,4,NOUN
Grand Canyon National Park,2018,highlights,1,NOUN
Grand Canyon National Park,2018,highway,1,NOUN
Grand Canyon National Park,2018,hike,9,INTJ
Grand Canyon National Park,2018,hike-,1,ADJ
Grand Canyon National Park,2018,hikig,1,NOUN
Grand Canyon National Park,2018,hiking,5,VERB
Grand Canyon National Park,2018,hit,1,VERB
Grand Canyon National Park,2018,hold,1,VERB
Grand Canyon National Park,2018,hole,6,NOUN
Grand Canyon National Park,2018,holiday,2,NOUN
Grand Canyon National Park,2018,hoover,1,INTJ
Grand Canyon National Park,2018,horrific,1,ADJ
Grand Canyon National Park,2018,hotel,2,NOUN
Grand Canyon National Park,2018,hours,4,NOUN
Grand Canyon National Park,2018,huge,5,ADJ
Grand Canyon National Park,2018,humbling,1,NOUN
Grand Canyon National Park,2018,huuuge,1,INTJ
Grand Canyon National Park,2018,i40,1,PROPN
Grand Canyon National Park,2018,iconic,1,ADJ
Grand Canyon National Park,2018,imagined,2,VERB
Grand Canyon National Park,2018,impressive,6,ADJ
Grand Canyon National Park,2018,inclement,1,NOUN
Grand Canyon National Park,2018,incredible,14,ADJ
Grand Canyon National Park,2018,indescribable,1,ADJ
Grand Canyon National Park,2018,indians,1,NOUN
Grand Canyon National Park,2018,inspiring,20,VERB
Grand Canyon National Park,2018,instead,1,ADV
Grand Canyon National Park,2018,issue,1,NOUN
Grand Canyon National Park,2018,ist,1,NOUN
Grand Canyon National Park,2018,item,8,NOUN
Grand Canyon National Park,2018,january,2,ADJ
Grand Canyon National Park,2018,jaw,4,NOUN
Grand Canyon National Park,2018,jeep,1,VERB
Grand Canyon National Park,2018,journey,1,NOUN
Grand Canyon National Park,2018,july,2,PROPN
Grand Canyon National Park,2018,june,1,NOUN
Grand Canyon National Park,2018,justice,16,NOUN
Grand Canyon National Park,2018,justices,1,NOUN
Grand Canyon National Park,2018,kiabab,1,NOUN
Grand Canyon National Park,2018,kids,3,NOUN
Grand Canyon National Park,2018,kinds,1,NOUN
Grand Canyon National Park,2018,knock,1,VERB
Grand Canyon National Park,2018,know,3,VERB
Grand Canyon National Park,2018,knowledgeable,1,ADJ
Grand Canyon National Park,2018,known,1,VERB
Grand Canyon National Park,2018,land,1,NOUN
Grand Canyon National Park,2018,landscape,1,NOUN
Grand Canyon National Park,2018,large,2,ADJ
Grand Canyon National Park,2018,las,5,INTJ
Grand Canyon National Park,2018,late,1,ADV
Grand Canyon National Park,2018,law,1,NOUN
Grand Canyon National Park,2018,leave,1,VERB
Grand Canyon National Park,2018,leaves,1,NOUN
Grand Canyon National Park,2018,ledge,1,VERB
Grand Canyon National Park,2018,level,1,NOUN
Grand Canyon National Park,2018,levels,1,NOUN
Grand Canyon National Park,2018,life,6,NOUN
Grand Canyon National Park,2018,lifetime,10,NOUN
Grand Canyon National Park,2018,list,46,NOUN
Grand Canyon National Park,2018,little,1,ADJ
Grand Canyon National Park,2018,littles,1,NOUN
Grand Canyon National Park,2018,lives,2,NOUN
Grand Canyon National Park,2018,location,2,NOUN
Grand Canyon National Park,2018,lodge,2,NOUN
Grand Canyon National Park,2018,lodges,1,NOUN
Grand Canyon National Park,2018,long,6,ADV
Grand Canyon National Park,2018,look,2,VERB
Grand Canyon National Park,2018,looking,1,VERB
Grand Canyon National Park,2018,looks,1,VERB
Grand Canyon National Park,2018,loop,1,NOUN
Grand Canyon National Park,2018,loos,1,NOUN
Grand Canyon National Park,2018,lot,3,NOUN
Grand Canyon National Park,2018,lots,1,NOUN
Grand Canyon National Park,2018,love,8,NOUN
Grand Canyon National Park,2018,loved,4,VERB
Grand Canyon National Park,2018,lovely,2,ADJ
Grand Canyon National Park,2018,magic,1,NOUN
