park,visit,drive,hiking,miss,taking,inspiring,loved,crowded,stop,hikes,ride,missed,seen,walk,spend,perfect,visiting,describe,enjoy,need,hidden,going,got,seeing,bring,spending,average_spend
Glacier National Park,0.00952380952380952,0.393617021276596,0.015625,0.131578947368421,0.105263157894737,0,0.0952380952380952,0.024390243902439,0.0833333333333333,0,0.318181818181818,0.125,0.0454545454545455,0,0,0,0,0,0.0909090909090909,0,0,0.722222222222222,0.0833333333333333,0,0,172420.9,0.0594059405940594
Glacier National Park,0,0.319148936170213,0,0.105263157894737,0.0789473684210526,0.0263157894736842,0.0476190476190476,0.0487804878048781,0.0416666666666667,0,0.181818181818182,0.0625,0.0454545454545455,0,0,0.166666666666667,0,0.0303030303030303,0.181818181818182,0,0,0.388888888888889,0.0833333333333333,0,0.0833333333333333,178840.2,0.0594059405940594
Glacier National Park,0.00952380952380952,0.425531914893617,0,0.105263157894737,0.0526315789473684,0.0526315789473684,0.0952380952380952,0,0.0833333333333333,0,0.363636363636364,0.25,0.0454545454545455,0,0.0454545454545455,0.0833333333333333,0,0.0303030303030303,0.181818181818182,0,0,0.555555555555556,0,0,0,193345.6,0.0594059405940594
Glacier National Park,0.00952380952380952,0.936170212765957,0.015625,0.289473684210526,0.0263157894736842,0.0789473684210526,0.0476190476190476,0.024390243902439,0,0.0185185185185185,0.545454545454545,0.1875,0.0454545454545455,0,0,0,0,0.0606060606060606,0.363636363636364,0.0833333333333333,0,0.888888888888889,0.0833333333333333,0.0833333333333333,0,198966,0.0594059405940594
Glacier National Park,0.0761904761904762,1,0.03125,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.142857142857143,0.0975609756097561,0.0833333333333333,0.0185185185185185,0.363636363636364,0.0625,0,0,0.0454545454545455,0.166666666666667,0.0666666666666667,0.0303030303030303,0.181818181818182,0,0,1,0.0833333333333333,0,0.0833333333333333,250815.5,0.0693069306930693
Glacier National Park,0.0285714285714286,0.638297872340426,0.03125,0.0789473684210526,0.0789473684210526,0.0789473684210526,0,0.0731707317073171,0.0416666666666667,0,0.409090909090909,0.375,0.0454545454545455,0,0,0,0.0666666666666667,0.0303030303030303,0.0909090909090909,0,0,0.388888888888889,0.166666666666667,0,0,275137.3,0.0594059405940594
Glacier National Park,0.0476190476190476,0.436170212765957,0.03125,0.0526315789473684,0.0263157894736842,0.0263157894736842,0,0.0487804878048781,0.0416666666666667,0.037037037037037,0.181818181818182,0.3125,0.0454545454545455,0,0,0,0.0666666666666667,0.0303030303030303,0.0909090909090909,0,0,0.444444444444444,0.166666666666667,0,0.0833333333333333,344287,0.099009900990099
Grand Canyon National Park,0.304761904761905,0.117021276595745,0.078125,0.289473684210526,0.578947368421053,0.684210526315789,0.285714285714286,0.195121951219512,0.0833333333333333,0,0.454545454545455,0.5,0.227272727272727,0.615384615384615,0.136363636363636,0.5,0.0666666666666667,0.606060606060606,0.181818181818182,0.666666666666667,0,0.111111111111111,0.666666666666667,0.833333333333333,0.166666666666667,453641.3,0.0792079207920792
Grand Canyon National Park,0.323809523809524,0.0957446808510638,0.15625,0.210526315789474,0.657894736842105,0.5,0.333333333333333,0.121951219512195,0.0416666666666667,0,0.272727272727273,0.4375,0.454545454545455,0.384615384615385,0.181818181818182,0.416666666666667,0.133333333333333,0.515151515151515,0.363636363636364,0.5,0.0769230769230769,0.111111111111111,0.166666666666667,0.166666666666667,0.5,476194.8,0.0792079207920792
Grand Canyon National Park,0.466666666666667,0.106382978723404,0.1875,0.184210526315789,0.868421052631579,0.815789473684211,0.333333333333333,0.170731707317073,0.125,0.0740740740740741,0.5,0.4375,0.181818181818182,0.307692307692308,0.181818181818182,1,0.466666666666667,0.696969696969697,0.363636363636364,0.916666666666667,0,0.0555555555555556,0.25,0.666666666666667,0.166666666666667,509528,0.0891089108910891
Grand Canyon National Park,0.819047619047619,0.234042553191489,0.21875,0.473684210526316,0.947368421052632,1,0.476190476190476,0.341463414634146,0.375,0.037037037037037,0.454545454545455,0.875,1,0.769230769230769,0.454545454545455,0.416666666666667,0.333333333333333,1,1,1,0,0.333333333333333,0.666666666666667,0.75,0.333333333333333,584890.9,0.0891089108910891
Grand Canyon National Park,0.8,0.212765957446809,0.140625,0.157894736842105,1,0.815789473684211,0.380952380952381,0.341463414634146,0.375,0.0925925925925926,0.227272727272727,0.5625,0.818181818181818,1,0.363636363636364,0.666666666666667,0.533333333333333,0.363636363636364,0.545454545454545,0.75,0.0769230769230769,0.222222222222222,0.333333333333333,0.666666666666667,0.25,648170.9,0.0891089108910891
Grand Canyon National Park,0.657142857142857,0.148936170212766,0.15625,0.184210526315789,0.631578947368421,0.552631578947368,0.333333333333333,0.170731707317073,0.208333333333333,0.0555555555555556,0.181818181818182,0.4375,0.318181818181818,0.538461538461538,0.136363636363636,0.166666666666667,0.133333333333333,0.363636363636364,0.272727272727273,0.583333333333333,0,0.277777777777778,0.25,0.166666666666667,0.166666666666667,666912.8,0.0891089108910891
Grand Canyon National Park,0.466666666666667,0.0851063829787234,0.078125,0.157894736842105,0.5,0.526315789473684,0.19047619047619,0.24390243902439,0.166666666666667,0,0.0909090909090909,0.0625,0.136363636363636,0.692307692307692,0,0.5,0.4,0.151515151515152,0.272727272727273,0.166666666666667,0.0769230769230769,0.0555555555555556,0.333333333333333,0.416666666666667,0,947119,0.128712871287129
Grand Teton National Park,0.0285714285714286,0.0212765957446809,0.03125,0.105263157894737,0.0789473684210526,0.0526315789473684,0.0476190476190476,0,0,0,0,0.125,0.136363636363636,0,0,0,0,0.0606060606060606,0.181818181818182,0,0,0,0,0,0,454093.6,0.148514851485149
Grand Teton National Park,0.0380952380952381,0.0212765957446809,0.03125,0.0526315789473684,0.0789473684210526,0,0,0.0487804878048781,0.0833333333333333,0.0185185185185185,0.0454545454545455,0,0.0454545454545455,0,0,0,0.0666666666666667,0.0303030303030303,0,0,0.0769230769230769,0,0,0,0,462609,0.148514851485149
Grand Teton National Park,0.0761904761904762,0.0319148936170213,0.046875,0.0263157894736842,0.0526315789473684,0.0263157894736842,0.19047619047619,0.024390243902439,0.0416666666666667,0.0185185185185185,0.0909090909090909,0.0625,0,0,0.0454545454545455,0.0833333333333333,0.0666666666666667,0.0303030303030303,0,0,0.0769230769230769,0.0555555555555556,0,0,0,489710.1,0.158415841584158
Grand Teton National Park,0.0857142857142857,0.0851063829787234,0.109375,0.131578947368421,0.0526315789473684,0,0.19047619047619,0.024390243902439,0.0416666666666667,0.0185185185185185,0,0.0625,0,0,0,0.0833333333333333,0.133333333333333,0,0,0,0,0,0,0.25,0.0833333333333333,560394.4,0.158415841584158
Grand Teton National Park,0.123809523809524,0.0425531914893617,0.0625,0.0526315789473684,0.184210526315789,0.157894736842105,0.0952380952380952,0.024390243902439,0,0.0555555555555556,0,0.0625,0.0454545454545455,0,0,0.0833333333333333,0,0,0.181818181818182,0,0,0,0,0.166666666666667,0,597290.5,0.158415841584158
Grand Teton National Park,0.0476190476190476,0.0212765957446809,0.03125,0.0526315789473684,0.0526315789473684,0.0789473684210526,0.142857142857143,0.024390243902439,0,0.037037037037037,0.0454545454545455,0,0,0,0.0454545454545455,0,0.0666666666666667,0.0303030303030303,0.0909090909090909,0.0833333333333333,0.0769230769230769,0,0,0.0833333333333333,0,589903.9,0.158415841584158
Grand Teton National Park,0.0476190476190476,0.0425531914893617,0.03125,0.131578947368421,0.0526315789473684,0,0.0476190476190476,0,0.0416666666666667,0,0.0909090909090909,0.0625,0.0909090909090909,0,0.0454545454545455,0.0833333333333333,0,0.0303030303030303,0.0909090909090909,0,0.0769230769230769,0,0,0,0,628933,0.158415841584158
Great Basin National Park,0,0.0106382978723404,0.015625,0,0,0.0263157894736842,0,0,0.0416666666666667,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,4927.3,0.0297029702970297
Great Basin National Park,0.0285714285714286,0.0212765957446809,0.015625,0,0,0,0,0,0.0416666666666667,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,5846.3,0.0297029702970297
Great Basin National Park,0.0571428571428571,0.074468085106383,0.015625,0.0263157894736842,0.0263157894736842,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0.0769230769230769,0,0,0,0,6461.2,0.0396039603960396
Great Basin National Park,0.0380952380952381,0.0319148936170213,0.046875,0,0,0,0,0.024390243902439,0.0416666666666667,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,8362.4,0.0396039603960396
Great Basin National Park,0.0571428571428571,0.0212765957446809,0.015625,0.0263157894736842,0,0,0,0.024390243902439,0.0416666666666667,0.0185185185185185,0,0.0625,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,9694.1,0.0396039603960396
Great Basin National Park,0.0285714285714286,0.0212765957446809,0,0,0,0.0263157894736842,0.0952380952380952,0,0.0833333333333333,0,0,0,0,0,0,0.0833333333333333,0.0666666666666667,0,0,0,0.153846153846154,0,0,0,0,8795,0.0396039603960396
Great Sand Dunes National Park,0.0666666666666667,0.0212765957446809,0.046875,0.0789473684210526,0,0,0.19047619047619,0,0.333333333333333,0,0,0,0.0909090909090909,0,0.0454545454545455,0.0833333333333333,0,0,0,0,0.0769230769230769,0.0555555555555556,0,0,0.166666666666667,23701,0.0396039603960396
Great Sand Dunes National Park,0.180952380952381,0.0425531914893617,0.03125,0.0263157894736842,0,0.0263157894736842,0.0476190476190476,0.024390243902439,0.0416666666666667,0,0,0.0625,0,0.153846153846154,0.0909090909090909,0.0833333333333333,0.0666666666666667,0,0,0.166666666666667,0.153846153846154,0.0555555555555556,0.0833333333333333,0,0.333333333333333,29582.6,0.0396039603960396
Great Sand Dunes National Park,0.0476190476190476,0.0106382978723404,0.015625,0.0526315789473684,0.0263157894736842,0.0263157894736842,0,0,0,0,0,0,0.136363636363636,0.0769230769230769,0,0.0833333333333333,0,0,0,0,0.0769230769230769,0,0,0,0,27414,0.0396039603960396
Great Smoky Mountains National Park,0.0476190476190476,0.0319148936170213,0.015625,0.0263157894736842,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0.0769230769230769,0,0,0,0,922947.1,0.0594059405940594
Great Smoky Mountains National Park,0.285714285714286,0.287234042553192,0.40625,0.0526315789473684,0.105263157894737,0.0263157894736842,0.285714285714286,0.121951219512195,0.0416666666666667,0.0925925925925926,0.136363636363636,0.125,0.0454545454545455,0.0769230769230769,0.0454545454545455,0.25,0.0666666666666667,0.0303030303030303,0.272727272727273,0.416666666666667,0,0.0555555555555556,0.0833333333333333,0.166666666666667,0,953130,0.0594059405940594
Haleakala National Park,0.0380952380952381,0.265957446808511,0.0625,0.263157894736842,0.0789473684210526,0.105263157894737,0.0952380952380952,0.0487804878048781,0.0416666666666667,0,0.136363636363636,0.25,0.181818181818182,0.153846153846154,0,0,0,0.0303030303030303,0.272727272727273,0,0,0.111111111111111,0.166666666666667,0.0833333333333333,0.416666666666667,64461.3,0.0396039603960396
Haleakala National Park,0.0857142857142857,0.265957446808511,0.03125,0.105263157894737,0.0789473684210526,0,0.0476190476190476,0,0,0.0185185185185185,0.136363636363636,0.0625,0.136363636363636,0.0769230769230769,0.0454545454545455,0,0.0666666666666667,0,0.181818181818182,0,0,0.0555555555555556,0.166666666666667,0,0.833333333333333,47445.4,0.0396039603960396
Haleakala National Park,0.0857142857142857,0.404255319148936,0.046875,0.263157894736842,0.210526315789474,0.0263157894736842,0.0476190476190476,0.0487804878048781,0,0.0185185185185185,0.0909090909090909,0.1875,0.136363636363636,0.230769230769231,0.0454545454545455,0.166666666666667,0.2,0.0303030303030303,0.272727272727273,0.0833333333333333,0,0.111111111111111,0.166666666666667,0.0833333333333333,0.166666666666667,70290.1,0.0396039603960396
Haleakala National Park,0.238095238095238,0.723404255319149,0.1875,0.394736842105263,0.289473684210526,0.131578947368421,0.142857142857143,0.0487804878048781,0.0833333333333333,0.037037037037037,0.5,0.6875,0.363636363636364,0.0769230769230769,0,0.0833333333333333,0.133333333333333,0,0.454545454545455,0.166666666666667,0,0.333333333333333,0.166666666666667,0.166666666666667,1,76462.5,0.0396039603960396
Haleakala National Park,0.228571428571429,0.712765957446808,0.15625,0.289473684210526,0.342105263157895,0.0526315789473684,0.0476190476190476,0,0,0,0.545454545454545,0.375,0.318181818181818,0,0.0454545454545455,0.166666666666667,0.266666666666667,0.121212121212121,0.0909090909090909,0.5,0,0.222222222222222,0.333333333333333,0.166666666666667,0.75,81087.9,0.0396039603960396
Haleakala National Park,0.19047619047619,0.606382978723404,0.09375,0.342105263157895,0.157894736842105,0.0263157894736842,0.0952380952380952,0.0487804878048781,0,0.0185185185185185,0.272727272727273,0.3125,0.136363636363636,0.153846153846154,0.0454545454545455,0.0833333333333333,0.0666666666666667,0.121212121212121,0.272727272727273,0.416666666666667,0,0.111111111111111,0.25,0.0833333333333333,0.75,69751.1,0.0396039603960396
Haleakala National Park,0.228571428571429,0.393617021276596,0.078125,0.210526315789474,0.105263157894737,0.0526315789473684,0.0952380952380952,0.024390243902439,0.0416666666666667,0.0185185185185185,0.227272727272727,0.125,0.0454545454545455,0.0769230769230769,0.0454545454545455,0,0.4,0,0.181818181818182,0.166666666666667,0,0.0555555555555556,0.0833333333333333,0.0833333333333333,0.666666666666667,67459,0.0396039603960396
Hawaii Volcanoes National Park,0.2,0.0425531914893617,0.03125,0.157894736842105,0,0.0789473684210526,0.0476190476190476,0,0.0416666666666667,0.037037037037037,0,0.0625,0.181818181818182,0.307692307692308,0.227272727272727,0,0.266666666666667,0,0,0,0,0.0555555555555556,0.166666666666667,0.0833333333333333,0.0833333333333333,113376.4,0.0594059405940594
Hawaii Volcanoes National Park,0.228571428571429,0.0957446808510638,0.078125,0.184210526315789,0.0526315789473684,0.105263157894737,0.333333333333333,0,0.0833333333333333,0.0185185185185185,0,0.1875,0.0909090909090909,0,0.136363636363636,0,0.133333333333333,0,0,0.166666666666667,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,124937.4,0.0594059405940594
Hawaii Volcanoes National Park,0.304761904761905,0.074468085106383,0.078125,0.289473684210526,0.0263157894736842,0.105263157894737,0.0476190476190476,0,0.166666666666667,0.0185185185185185,0,0.75,0.0909090909090909,0.461538461538462,0.590909090909091,0,0.266666666666667,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.0833333333333333,0,136839.7,0.0594059405940594
Hawaii Volcanoes National Park,0.704761904761905,0.223404255319149,0.453125,0.789473684210526,0.0789473684210526,0.289473684210526,0.333333333333333,0.0487804878048781,0.166666666666667,0.166666666666667,0.0909090909090909,0.75,0.272727272727273,0.461538461538462,1,0.0833333333333333,0.733333333333333,0.0303030303030303,0.636363636363636,0.5,0,0.111111111111111,0.75,0.75,0.583333333333333,151246.2,0.0594059405940594
Hawaii Volcanoes National Park,0.838095238095238,0.265957446808511,0.3125,0.421052631578947,0.0526315789473684,0.157894736842105,0.333333333333333,0,0.5,0.12962962962963,0,0.75,0.272727272727273,0.923076923076923,0.5,0.416666666666667,1,0,0.272727272727273,0.416666666666667,0,0.277777777777778,1,1,0.666666666666667,159195.5,0.0594059405940594
Hawaii Volcanoes National Park,0.723809523809524,0.170212765957447,0.21875,0.921052631578947,0,0.315789473684211,0.142857142857143,0,0.208333333333333,0.185185185185185,0.0909090909090909,0.125,0.136363636363636,0.615384615384615,0.454545454545455,0,0.533333333333333,0,0.0909090909090909,0.25,0,0.222222222222222,0.75,0.583333333333333,0.5,166177.3,0.0594059405940594
Hawaii Volcanoes National Park,0.380952380952381,0.0425531914893617,0.171875,0.0789473684210526,0.0263157894736842,0.0789473684210526,0.0952380952380952,0,0.125,0.0740740740740741,0,0.125,0.136363636363636,0.153846153846154,0.181818181818182,0.0833333333333333,0.133333333333333,0,0.0909090909090909,0.333333333333333,0,0,0.0833333333333333,0,0.25,94118,0.0594059405940594
Hot Springs National Park,0.0952380952380952,0.0212765957446809,0.109375,0,0,0,0.0476190476190476,0,0.0416666666666667,0,0.0454545454545455,0,0,0.230769230769231,0.0454545454545455,0,0,0,0.0909090909090909,0,0,0,0.0833333333333333,0,0,88953.7,0.0396039603960396
Hot Springs National Park,0.104761904761905,0,0.078125,0,0.0263157894736842,0,0.0476190476190476,0,0.0416666666666667,0,0,0.0625,0,0.230769230769231,0.0454545454545455,0,0.0666666666666667,0,0,0,0,0,0,0,0,98960.2,0.0396039603960396
Hot Springs National Park,0.152380952380952,0,0.0625,0.0263157894736842,0,0,0.19047619047619,0,0.0416666666666667,0.0185185185185185,0,0,0,0.230769230769231,0,0,0,0,0.0909090909090909,0,0.153846153846154,0,0.166666666666667,0.166666666666667,0.0833333333333333,97854.3,0.0396039603960396
Hot Springs National Park,0.0666666666666667,0,0.046875,0.0263157894736842,0.0263157894736842,0,0.0476190476190476,0,0.0416666666666667,0,0,0,0.0454545454545455,0.0769230769230769,0.0909090909090909,0.0833333333333333,0,0,0.0909090909090909,0,0.0769230769230769,0,0.0833333333333333,0,0.0833333333333333,97291,0.0396039603960396
Indiana Dunes National Park,0,0,0.046875,0,0,0,0,0,0.0416666666666667,0.0185185185185185,0,0,0,0.153846153846154,0,0.0833333333333333,0,0,0.0909090909090909,0,0,0,0,0,0,75915.5,0.0198019801980198
Indiana Dunes National Park,0.0285714285714286,0,0.015625,0.0263157894736842,0,0,0.142857142857143,0,0.0416666666666667,0.0185185185185185,0,0,0,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,64905.3,0.0198019801980198
Indiana Dunes National Park,0.0476190476190476,0,0.078125,0,0,0,0,0,0,0.037037037037037,0,0,0,0.0769230769230769,0.0454545454545455,0,0,0,0,0.0833333333333333,0.230769230769231,0,0,0,0.0833333333333333,69879.4,0.0198019801980198
Indiana Dunes National Park,0.019047619047619,0,0.109375,0.0263157894736842,0,0,0.0476190476190476,0.0487804878048781,0.125,0.037037037037037,0,0,0,0,0,0,0,0,0.0909090909090909,0.0833333333333333,0,0,0,0,0.0833333333333333,73788,0.0198019801980198
Indiana Dunes National Park,0.00952380952380952,0.0106382978723404,0.046875,0,0,0,0.0476190476190476,0.024390243902439,0.125,0,0,0,0,0.0769230769230769,0.0909090909090909,0,0,0,0.0909090909090909,0,0.153846153846154,0,0.0833333333333333,0,0,92046,0.0198019801980198
Indiana Dunes National Park,0.00952380952380952,0,0.0625,0.0263157894736842,0.0263157894736842,0,0.0476190476190476,0.024390243902439,0,0,0,0,0,0.153846153846154,0.0454545454545455,0,0,0,0.0909090909090909,0,0.153846153846154,0,0,0,0,77852,0.0198019801980198
Joshua Tree National Park,0.0857142857142857,0,0.046875,0.0263157894736842,0,0.0263157894736842,0.0476190476190476,0,0.0416666666666667,0.0185185185185185,0,0.0625,0.136363636363636,0,0.0454545454545455,0.0833333333333333,0,0,0,0,0,0,0,0,0,146479,0.0297029702970297
Kenai Fjords National Park,0,0,0.0625,0.131578947368421,0,0,0.0476190476190476,0,0,0,0.0454545454545455,0,0,0.307692307692308,0.0454545454545455,0,0,0,0,0,0,0,0.166666666666667,0,0,53975.7,0.168316831683168
Kenai Fjords National Park,0.0476190476190476,0,0.078125,0.105263157894737,0.0263157894736842,0.0263157894736842,0.0952380952380952,0,0.0416666666666667,0.0185185185185185,0.0454545454545455,0.0625,0.0454545454545455,0.0769230769230769,0,0,0,0.0303030303030303,0.0909090909090909,0.0833333333333333,0,0,0.0833333333333333,0,0.0833333333333333,52777.2,0.168316831683168
Kenai Fjords National Park,0.0476190476190476,0.0106382978723404,0.046875,0.105263157894737,0.0263157894736842,0,0.0476190476190476,0,0.125,0.0555555555555556,0.0454545454545455,0,0,0.153846153846154,0.0909090909090909,0.0833333333333333,0,0,0,0.25,0.0769230769230769,0.111111111111111,0.0833333333333333,0,0,59320.6,0.178217821782178
Kenai Fjords National Park,0.0666666666666667,0.0212765957446809,0.078125,0.105263157894737,0.0263157894736842,0.0263157894736842,0.0952380952380952,0,0,0.0185185185185185,0.0454545454545455,0.125,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.0833333333333333,62784.5,0.158415841584158
Kenai Fjords National Park,0.0666666666666667,0.0106382978723404,0.046875,0,0.0526315789473684,0,0.0476190476190476,0,0,0.037037037037037,0,0.0625,0.0909090909090909,0.153846153846154,0,0.0833333333333333,0,0.0909090909090909,0,0.0833333333333333,0,0,0,0,0,53511.2,0.158415841584158
Kenai Fjords National Park,0,0.0106382978723404,0.0625,0.105263157894737,0,0,0.0952380952380952,0,0.0416666666666667,0,0.0909090909090909,0.0625,0,0.0769230769230769,0,0.166666666666667,0,0,0,0.0833333333333333,0,0,0,0,0,58752,0.158415841584158
Kings Canyon National Park,0,0.0638297872340425,0.03125,0,0,0,0,0,0.0416666666666667,0.0185185185185185,0,0,0.0454545454545455,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,45904.3,0.0594059405940594
Kings Canyon National Park,0.00952380952380952,0.074468085106383,0.015625,0.0263157894736842,0,0.0526315789473684,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0.0833333333333333,0,46383.6,0.0594059405940594
Kings Canyon National Park,0.0476190476190476,0.127659574468085,0.046875,0.0526315789473684,0.0263157894736842,0.0263157894736842,0.0476190476190476,0.0731707317073171,0,0,0.0454545454545455,0,0,0.0769230769230769,0,0,0.0666666666666667,0,0.0909090909090909,0,0,0.0555555555555556,0,0,0.0833333333333333,42507.7,0.0594059405940594
Kings Canyon National Park,0.0761904761904762,0.0319148936170213,0.015625,0.0789473684210526,0.0263157894736842,0,0.0476190476190476,0.024390243902439,0,0,0,0.0625,0,0,0,0,0,0,0.181818181818182,0.0833333333333333,0,0,0,0.0833333333333333,0,40667.5,0.0693069306930693
Kings Canyon National Park,0.0666666666666667,0.0957446808510638,0.015625,0.105263157894737,0.0526315789473684,0,0.0952380952380952,0.0731707317073171,0,0.0185185185185185,0.0909090909090909,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,52945.1,0.0693069306930693
Kings Canyon National Park,0.0285714285714286,0.127659574468085,0.015625,0.0526315789473684,0,0,0.0476190476190476,0.024390243902439,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,58740.9,0.0594059405940594
Kings Canyon National Park,0.00952380952380952,0.117021276595745,0.046875,0.0526315789473684,0.0263157894736842,0,0,0.024390243902439,0,0,0.136363636363636,0.0625,0,0,0.0454545454545455,0,0.0666666666666667,0,0.0909090909090909,0,0.153846153846154,0,0,0,0,61146,0.0693069306930693
Lassen Volcanic National Park,0.00952380952380952,0.0319148936170213,0.015625,0.0263157894736842,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.0555555555555556,0,0,0,22918.1,0.0396039603960396
Lassen Volcanic National Park,0.0380952380952381,0,0,0.0263157894736842,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.133333333333333,0,0.0909090909090909,0,0.153846153846154,0,0,0,0,25148.9,0.0396039603960396
Lassen Volcanic National Park,0.00952380952380952,0.0319148936170213,0,0,0,0,0.0952380952380952,0.024390243902439,0,0.0185185185185185,0,0.0625,0,0,0,0.0833333333333333,0,0,0.0909090909090909,0.0833333333333333,0,0,0,0,0,27361.5,0.0396039603960396
Lassen Volcanic National Park,0.0476190476190476,0.0531914893617021,0.046875,0.0526315789473684,0.0263157894736842,0,0,0,0.0833333333333333,0.0185185185185185,0.0454545454545455,0,0,0,0,0,0.0666666666666667,0,0.0909090909090909,0,0.0769230769230769,0.0555555555555556,0,0,0,32639.4,0.0396039603960396
Mammoth Cave National Park,0.0952380952380952,0,0.015625,0.0263157894736842,0,0.0263157894736842,0.0952380952380952,0.024390243902439,0.25,0.0185185185185185,0,0.125,0.0454545454545455,0,0.181818181818182,0,0.0666666666666667,0,0,0.0833333333333333,0,0,0.166666666666667,0,0.0833333333333333,40429.6,0.0594059405940594
Mammoth Cave National Park,0.0952380952380952,0.0106382978723404,0,0.105263157894737,0,0.0526315789473684,0.285714285714286,0.024390243902439,0.333333333333333,0,0,0.125,0,0,0.136363636363636,0,0.0666666666666667,0,0,0,0,0.0555555555555556,0.166666666666667,0.0833333333333333,0.25,40333.9,0.0594059405940594
Mammoth Cave National Park,0.161904761904762,0,0.015625,0.0789473684210526,0.0263157894736842,0.0526315789473684,0.19047619047619,0.024390243902439,0.125,0,0,0,0.0454545454545455,0.153846153846154,0.181818181818182,0.166666666666667,0.0666666666666667,0.0303030303030303,0,0.0833333333333333,0,0.0555555555555556,0.0833333333333333,0,0,43642.1,0.0594059405940594
Mammoth Cave National Park,0.228571428571429,0.0106382978723404,0.015625,0.0526315789473684,0,0.0263157894736842,0.238095238095238,0.0487804878048781,0.125,0,0,0.0625,0,0.153846153846154,0.136363636363636,0.0833333333333333,0.0666666666666667,0,0,0,0,0.111111111111111,0,0.25,0,48102.8,0.0594059405940594
Mammoth Cave National Park,0.352380952380952,0,0.171875,0.105263157894737,0,0.0526315789473684,0.571428571428571,0.121951219512195,0.25,0,0,0.125,0.0909090909090909,0.384615384615385,0.136363636363636,0.166666666666667,0,0.0606060606060606,0.0909090909090909,0.25,0,0.0555555555555556,0.166666666666667,0.0833333333333333,0.166666666666667,49629.7,0.0594059405940594
Mammoth Cave National Park,0.219047619047619,0.0212765957446809,0.0625,0.0789473684210526,0,0.0263157894736842,0.333333333333333,0,0.125,0,0,0,0.0909090909090909,0.230769230769231,0.0454545454545455,0.25,0.0666666666666667,0.0303030303030303,0.0909090909090909,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0.0833333333333333,48145.5,0.0594059405940594
Mammoth Cave National Park,0.295238095238095,0.0106382978723404,0.03125,0.0789473684210526,0.0263157894736842,0.0263157894736842,0.238095238095238,0.0487804878048781,0.0833333333333333,0.037037037037037,0,0,0,0.153846153846154,0.181818181818182,0.166666666666667,0.0666666666666667,0,0,0.0833333333333333,0,0,0.25,0,0,45094,0.0594059405940594
Mesa Verde National Park,0.00952380952380952,0,0,0.0263157894736842,0,0.0263157894736842,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.0555555555555556,0,0,0,45089.8,0.0792079207920792
Mesa Verde National Park,0.0285714285714286,0,0,0,0,0.0263157894736842,0.0476190476190476,0,0.0416666666666667,0,0,0.125,0,0,0,0,0.0666666666666667,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0,49982.2,0.0792079207920792
Mesa Verde National Park,0.0952380952380952,0,0,0.0789473684210526,0.0263157894736842,0,0,0,0,0,0,0,0.0454545454545455,0.230769230769231,0,0,0,0,0.0909090909090909,0,0.0769230769230769,0,0.0833333333333333,0,0.0833333333333333,55447,0.0792079207920792
Mesa Verde National Park,0.0952380952380952,0.0106382978723404,0,0.105263157894737,0,0.0526315789473684,0.285714285714286,0.024390243902439,0.0416666666666667,0,0,0,0,0,0,0.0833333333333333,0.0666666666666667,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0,60591,0.0792079207920792
Mesa Verde National Park,0.0666666666666667,0.0106382978723404,0,0.0526315789473684,0.0263157894736842,0.0526315789473684,0.142857142857143,0,0,0,0,0.125,0.0909090909090909,0,0,0,0,0.0606060606060606,0,0,0,0,0.166666666666667,0.0833333333333333,0,62294.4,0.0792079207920792
Mesa Verde National Park,0.0571428571428571,0.0319148936170213,0,0.105263157894737,0,0,0.0952380952380952,0,0.0416666666666667,0,0,0,0,0.230769230769231,0.0454545454545455,0,0,0,0,0.166666666666667,0,0,0,0,0.0833333333333333,58513,0.0792079207920792
